number,name,position,height,weight,class,hometown
0,Ikenna Ndugba,G,"6' 0""",185 lbs,JR,"Boston, MA"
1,Juan Cardenas,F,"6' 7""",200 lbs,SR,"Apartado, Colombia"
2,Ayo Dada,G,"6' 2""",185 lbs,JR,"Houston, TX"
3,Michael Green III,G,"5' 11""",155 lbs,FR,"Bronx, NY"
4,Nathaniel Stokes,F,"6' 8""",205 lbs,FR,"Tacoma, WA"
5,Charles Pride,G,"6' 4""",180 lbs,FR,"Syracuse, NY"
10,Timmy Kiggins,G,"6' 0""",165 lbs,FR,"Westbury, NY"
11,Adam Grant,G,"6' 1""",180 lbs,SR,"Franklin, VA"
13,Mikail Simmons,F,"6' 9""",220 lbs,JR,"Murphy, TX"
14,Benson Lin,G,"6' 4""",180 lbs,FR,"Taipei, Taiwan"
21,Tanner Johnson,G,"6' 5""",205 lbs,SR,"Lexington, KY"
24,Dren Dedushaj,C,"7' 2""",245 lbs,SO,"Brooklyn, NY"
25,Patrick Harding,F,"6' 9""",230 lbs,SO,"Fairfield, CT"
33,Nick Crocker,F,"6' 10""",235 lbs,JR,"East Falmouth, MA"
34,Hall Elisias,F,"6' 7""",220 lbs,JR,"Valley Stream, NY"
54,SaBastian Townes,F,"6' 5""",260 lbs,SR,"Chesapeake, VA"
