player_id,number,name,position,height,weight,class,hometown,player_image
4279163,0,Landon Brenchley,G,"6' 4""",215 lbs,SO,"Providence, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897544.png
4701991,2,Sean Bairstow,G,"6' 8""",190 lbs,SR,"Brisbane, QLD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593102.png
4593102,3,Steven Ashworth,G,"6' 1""",170 lbs,JR,"Alpine, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701991.png
4897544,5,RJ Eytle-Rock,G,"6' 4""",225 lbs,SR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396591.png
4066764,10,Cade Potter,F,"6' 8""",230 lbs,FR,"Orange, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897545.png
4396591,11,Max Shulga,G,"6' 4""",197 lbs,JR,"Kyiv, Ukraine",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701992.png
5107864,12,Szymon Zapala,C,"6' 11""",240 lbs,JR,"Zaborze, Poland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701993.png
4278395,13,Conner Gillis,G,"6' 2""",150 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897546.png
4897546,14,Connor Odom,G,"5' 11""",165 lbs,JR,"Annapolis, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702227.png
4897548,15,Rylan Jones,G,"6' 0""",178 lbs,SR,"Holladay, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431751.png
4898118,20,Isaac Johnson,C,"7' 0""",235 lbs,SO,"American Fork, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898118.png
4431751,21,Mason Falslev,G,"6' 3""",190 lbs,FR,"Benson, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107864.png
4702227,23,Taylor Funk,F,"6' 9""",220 lbs,SR,"Lancaster, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278395.png
4897545,24,Zee Hamoda,F,"6' 7""",170 lbs,SO,"Riffa, Bahrain",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897548.png
4701992,30,Dan Akin,F,"6' 9""",225 lbs,SR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279163.png
4701993,32,Trevin Dorius,C,"7' 1""",240 lbs,SR,"Heber City, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066764.png
