player_id,number,name,position,height,weight,class,hometown,player_image
5108767,0,Arion Lewis,G,"6' 3""",175 lbs,JR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108767.png
5108768,1,Kareem Ewell,G,"6' 7""",205 lbs,FR,"Wilmington, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108768.png
4897761,2,Corey Perkins,G,"6' 2""",185 lbs,SO,"Wilmington, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897761.png
4703996,3,Martaz Robinson,G,"6' 2""",180 lbs,JR,"Owings Mills, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703996.png
5108769,4,Kyle Johnson,F,"6' 8""",190 lbs,SR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108769.png
5108770,5,Jevin Muniz,G,"6' 6""",--,FR,"Bethlehem, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108770.png
4398122,10,Ronald Lucas,F,"6' 6""",200 lbs,SR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398122.png
4897762,11,Khyrie Staten,G,"6' 1""",160 lbs,SO,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897762.png
5108771,13,Cory Barnes,G,"6' 2""",210 lbs,SO,"Milton, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108771.png
5108772,15,Aaron Lemon-Warren,G,"6' 5""",--,FR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108772.png
5108773,21,Abdul Shanunu,G,"6' 6""",--,JR,"Accra, Ghana",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108773.png
4432906,23,Brandon Stone,F,"6' 11""",210 lbs,JR,"Alverton, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432906.png
4432115,24,Ray Somerville,C,"6' 11""",235 lbs,SO,"Media, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432115.png
4897764,25,Ricky Deadwyler III,G,"6' 4""",205 lbs,SO,"Wilmington, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897764.png
5113438,25,O'Koye Parker,G,"6' 3""",195 lbs,SR,"Wilmington, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5113438.png
5108774,32,Cameron Stitt,F,"6' 8""",205 lbs,SO,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108774.png
