number,name,position,height,weight,class,hometown,player_image
0,Chevalier Emery,G,"6' 1""",--,FR,"Appleton, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106598.png
1,Jaylen Stinson,G,"6' 2""",170 lbs,SO,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897704.png
2,Javon Bennett,G,"5' 11""",--,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106599.png
3,Mykel Derring,G,"6' 2""",180 lbs,SR,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594254.png
4,Jordan Derkack,G,"6' 5""",--,FR,"Colonia, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106600.png
5,Devon Savage,G,"6' 4""",190 lbs,SO,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897703.png
10,Elliott Black,F,"6' 7""",--,FR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106601.png
11,Bryan Etumnu,F,"6' 7""",--,FR,"Sugar Land, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106602.png
12,Thomas Hall,G,"6' 4""",195 lbs,SO,"Nanuet, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897983.png
14,Brandon Legris,F,"6' 7""",--,FR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106603.png
15,Ryan Isaacson,F,"6' 8""",200 lbs,JR,"Willowbrook, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703157.png
20,Nick Filchner,G,"6' 7""",200 lbs,SO,"Northampton, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897984.png
22,Jordan Minor,F,"6' 8""",240 lbs,SR,"Kingston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594263.png
23,Ziggy Reid,F,"6' 6""",235 lbs,SR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594264.png
24,Jordan McKoy,G,"6' 5""",180 lbs,SR,"Westwood, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594265.png
