player_id,number,name,position,height,weight,class,hometown,player_image
4708217,0,Alexis Reyes,F,"6' 7""",195 lbs,SO,"Roxbury, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4708217.png
4703434,1,Tymu Chenery,G,"6' 6""",190 lbs,JR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703434.png
4398397,2,Matt Balanc,G,"6' 4""",195 lbs,SR,"Silver Spring, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398397.png
4398398,3,Savion Lewis,G,"6' 1""",175 lbs,SR,"Dix Hills, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398398.png
4398399,5,Tyrese Williams,G,"6' 3""",185 lbs,SR,"Beacon, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398399.png
4898242,11,Dezi Jones,G,"5' 10""",170 lbs,JR,"Hannibal, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898242.png
4902535,14,Quinn Guth,G,"6' 2""",185 lbs,SO,"Brookfield, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902535.png
4703435,15,Luis Kortright,G,"6' 3""",200 lbs,JR,"Manhattan, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703435.png
4433210,22,Elijah Taylor,F,"6' 8""",240 lbs,JR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433210.png
4432089,23,JJ Riggins,F,"6' 6""",245 lbs,JR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432089.png
4397926,24,Ike Nweke,F,"6' 7""",245 lbs,SR,"Woodbine, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397926.png
5107797,33,Paul Otieno,F,"6' 8""",225 lbs,JR,"Nairobi, Kenya",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107797.png
5113377,34,Nicholas Margetson,G,"6' 1""",178 lbs,JR,"Dix Hills, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5113377.png
5120972,NA,Brendan Mcguire,ATH,--,--,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5120972.png
