player_id,number,name,position,height,weight,class,hometown,player_image
5107893,0,Jaxon Edwards,G,"6' 6""",195 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107890.png
4594111,1,Braxton Stacker,G,"6' 5""",185 lbs,FR,"Fairview Heights, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107891.png
5107892,2,Rob Perry,G,"6' 4""",210 lbs,JR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592297.png
5107890,4,Patrick Chew,G,"6' 4""",195 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107892.png
4897056,10,Quincy Anderson,G,"6' 4""",205 lbs,JR,"Oshkosh, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107893.png
5110048,11,Justin Morgan,G,"6' 6""",215 lbs,FR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107894.png
5107895,13,Kenny White Jr.,F,"6' 7""",225 lbs,SO,"Madisonville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703423.png
5107894,14,Brian Moore Jr.,G,"6' 3""",180 lbs,SO,"Harlem, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107895.png
5107896,22,Sam Murray II,F,"6' 8""",190 lbs,FR,"Gulfport, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107896.png
4592297,24,JaCobi Wood,G,"6' 2""",185 lbs,SO,"Cleveland, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703220.png
5110047,25,Rod Thomas,G,"6' 0""",195 lbs,SR,"Paducah, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593684.png
4706598,35,Marlon Lestin,F,"6' 9""",230 lbs,SO,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897056.png
5107891,52,Jamari Smith,F,"6' 8""",225 lbs,JR,"Jonesboro, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706598.png
4593684,55,DJ Burns,F,"6' 7""",220 lbs,JR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594111.png
4703423,NA,Nicholas Mcmullen,G,--,--,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5110048.png
5110046,NA,Daquan Smith,G,--,--,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5110047.png
4703220,NA,Kj Williams,G,--,--,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5110046.png
