player_id,number,name,position,height,weight,class,hometown,player_image
4397046,0,Zion Cruz,G,"6' 4""",183 lbs,FR,"Trenton, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105581.png
4602018,1,Javan Johnson,F,"6' 6""",198 lbs,SR,"Decatur, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280280.png
5105581,2,Umoja Gibson,G,"6' 1""",173 lbs,SR,"Waco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279087.png
4592458,3,Jalen Terry,G,"6' 0""",158 lbs,JR,"Flint, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702387.png
4397991,4,K.T. Raimey,G,"6' 3""",166 lbs,JR,"Kansas City, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105582.png
4279087,5,Philmon Gebrewhit,G,"6' 7""",185 lbs,SR,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397991.png
4280280,10,Yor Anei,F,"6' 10""",228 lbs,SR,"Overland Park, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397046.png
4567587,11,Eral Penn,F,"6' 6""",201 lbs,SR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279628.png
5105583,12,Ahamad Bynum,G,"6' 2""",178 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4602018.png
4431760,14,Nick Ongenda,C,"6' 11""",230 lbs,SR,"Mississauga, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431760.png
4279628,20,Brendan Favre,G,"6' 5""",192 lbs,SR,"Vevey, Switzerland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592458.png
5105582,21,Da'Sean Nelson,F,"6' 8""",205 lbs,JR,"Toledo, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105583.png
5105584,23,Caleb Murphy,G,"6' 4""",185 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4567587.png
4702387,30,Max Williams,G,"6' 2""",192 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701558.png
4701558,55,Mo Sall,G,"6' 5""",180 lbs,FR,"Downers Grove, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105584.png
