player_id,number,name,position,height,weight,class,hometown,player_image
4593443,0,Javin Etzler,F,"6' 8""",206 lbs,JR,"Convoy, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593443.png
4592182,1,Kamari Williams,F,"6' 7""",170 lbs,JR,"Sandy Spring, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592182.png
4397850,2,Mekhi Lairy,G,"5' 8""",145 lbs,SR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397850.png
4897717,3,Julian Lewis,G,"6' 6""",200 lbs,SO,"Ann Arbor, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897717.png
4703550,4,Bryson Tatum,G,"6' 4""",180 lbs,SO,"Urbana, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703550.png
5108027,5,Mitchell Rylee,F,"6' 8""",215 lbs,FR,"Fort Mitchell, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108027.png
5108028,11,Billy Smith,G,"6' 7""",200 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108028.png
5108029,13,Ryan Mabrey,G,"6' 5""",195 lbs,FR,"Belmar, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108029.png
4898324,15,Jackson Kenyon,F,"6' 8""",215 lbs,SR,"Deerfield, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898324.png
5108030,21,Jaquel Morris,F,"6' 8""",220 lbs,FR,"Floral Park, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108030.png
4593739,22,Morgan Safford,G,"6' 5""",210 lbs,JR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593739.png
5108031,24,Eli Yofan,G,"6' 2""",190 lbs,FR,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108031.png
4898326,25,Wil Stevens,G,"6' 5""",185 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898326.png
4898327,35,Curtis Harrison IV,F,"6' 7""",225 lbs,SO,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898327.png
4898221,45,Anderson Mirambeaux,F,"6' 8""",305 lbs,SR,"Santo Domingo, Dominican Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898221.png
