number,name,position,height,weight,class,hometown,player_image
0,Zek Tekin,G,"6' 2""",168 lbs,FR,"Istanbul, Turkey",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107806.png
1,Jared Billups,G,"6' 4""",200 lbs,SO,"Waldorf, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898266.png
2,Javian McCollum,G,"6' 2""",155 lbs,SO,"Fort Myers, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898267.png
3,Michael Eley,G,"6' 4""",188 lbs,FR,"Fort Wayne, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107807.png
5,Jayce Johnson,G,"6' 5""",215 lbs,SR,"Buffalo, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397552.png
12,Sveinn Birgisson,F,"6' 8""",195 lbs,FR,"Reykjavik, Iceland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107808.png
13,Aidan Dagostino,G,"6' 1""",151 lbs,SO,"Saratoga Springs, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898268.png
14,Jordan Kellier,F,"6' 7""",232 lbs,SR,"Portmore, Jamaica",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702457.png
15,Mason Courtney,G,"6' 4""",175 lbs,FR,"Clifton Park, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107809.png
20,Killian Gribben,F,"6' 10""",208 lbs,FR,"Letterkenny, Ireland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107810.png
21,Brendan Coyle,F,"6' 7""",205 lbs,FR,"Niskayuna, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107811.png
22,Andrew Platek,G,"6' 4""",208 lbs,SR,"Guilderland, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277906.png
23,Taihland Owens,G,"6' 6""",188 lbs,SO,"Canton, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683950.png
24,Michael Baer,F,"6' 7""",218 lbs,SR,"Bettendorf, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397031.png
32,Eduardo Lane,C,"6' 10""",249 lbs,SR,"Aquidauana, Brazil",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593096.png
33,Steven Lazar,F,"6' 6""",173 lbs,JR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703517.png
55,Jackson Stormo,F,"6' 9""",249 lbs,SR,"Santa Barbara, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397697.png
