player_id,number,name,position,height,weight,class,hometown,player_image
5105431,0,Devin Ree,F,"6' 8""",180 lbs,FR,"Jackson, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105431.png
4684164,1,Mike James,G,"6' 5""",215 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684164.png
4897145,3,El Ellis,G,"6' 3""",180 lbs,SR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897145.png
4683744,4,Roosevelt Wheeler,F,"6' 11""",240 lbs,SO,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683744.png
4432680,5,Brandon Huntley-Hatfield,F,"6' 10""",250 lbs,SO,"Clarksville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432680.png
5093248,11,Fabio Basili,G,"6' 4""",175 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5093248.png
4596711,12,JJ Traynor,F,"6' 8""",190 lbs,JR,"Bardstown, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4596711.png
4709140,15,Hercy Miller,G,"6' 3""",180 lbs,SO,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4709140.png
4897146,21,Sydney Curry,F,"6' 8""",270 lbs,SR,"Fort Wayne, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897146.png
4610140,22,Kamari Lands,F,"6' 8""",220 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4610140.png
4395726,23,Zan Payne,G,"6' 5""",230 lbs,SR,"Lexington, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395726.png
4431740,24,Jae'Lyn Withers,F,"6' 9""",220 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431740.png
4701320,30,Ashton Myles-Devore,G,"6' 1""",165 lbs,JR,"Versailles, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701320.png
4702228,33,Aidan McCool,G,"6' 3""",165 lbs,JR,"Charleston, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702228.png
5125176,34,Emmanuel Okorafor,F,"6' 9""",220 lbs,FR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5125176.png
