player_id,number,name,position,height,weight,class,hometown,player_image
4592965,2,Tristen Newton,G,"6' 5""",190 lbs,SR,"El Paso, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592965.png
4280214,3,Joey Calcaterra,G,"6' 3""",180 lbs,SR,"Novato, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280214.png
4432934,4,Nahiem Alleyne,G,"6' 4""",195 lbs,SR,"Buford, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432934.png
4433160,5,Hassan Diarra,G,"6' 2""",190 lbs,JR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433160.png
4917149,11,Alex Karaban,F,"6' 8""",210 lbs,FR,"Southborough, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4917149.png
4592905,13,Richie Springs,F,"6' 9""",235 lbs,JR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592905.png
4702022,20,Andrew Hurley,G,"6' 1""",170 lbs,JR,"Glastonbury, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702022.png
4702023,21,Adama Sanogo,F,"6' 9""",245 lbs,JR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702023.png
4683750,24,Jordan Hawkins,G,"6' 5""",195 lbs,SO,"Gaithersburg, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683750.png
5105564,30,Yarin Hasson,F,"6' 9""",205 lbs,FR,"Gan Yavne, Israel",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105564.png
5105565,32,Donovan Clingan,C,"7' 2""",265 lbs,FR,"Bristol, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105565.png
5105566,33,Apostolos Roumoglou,G,"6' 7""",200 lbs,FR,"Xanthi, Greece",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105566.png
4683752,35,Samson Johnson,F,"6' 10""",215 lbs,SO,"Lome Golfe, Togo",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683752.png
5105567,40,Andre Johnson Jr.,G,"6' 4""",160 lbs,FR,"Bristol, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105567.png
5105568,41,Emmett Hendry,G,"6' 3""",155 lbs,FR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105568.png
4432190,44,Andre Jackson Jr.,G,"6' 6""",210 lbs,JR,"Amsterdam, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432190.png
