player_id,number,name,position,height,weight,class,hometown,player_image
4702764,0,Vukasin Masic,G,"6' 5""",205 lbs,SO,"Belgrade, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702764.png
4396657,1,Moses Wood,F,"6' 8""",210 lbs,JR,"Reno, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396657.png
4592580,2,Tyler Robertson,G,"6' 6""",225 lbs,JR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592580.png
4898382,3,Alden Applewhite,F,"6' 7""",205 lbs,SO,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898382.png
4870444,4,Juan Sebastian Gorosito,G,"6' 1""",150 lbs,FR,"Santa Fe, Argentina",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4870444.png
4396811,5,Chris Austin,G,"6' 4""",210 lbs,JR,"Pasadena, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396811.png
4897188,10,Coleman Lemke,F,"6' 8""",190 lbs,SO,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897188.png
4278600,11,Jack Perry,G,"6' 3""",190 lbs,SR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278600.png
4395633,12,Kristian Sjolund,F,"6' 8""",210 lbs,JR,"Kongsberg, Norway",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395633.png
4897190,15,Chika Nduka,F,"6' 5""",225 lbs,SO,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897190.png
5105425,20,Drew Stack,G,"6' 3""",175 lbs,FR,"Madison, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105425.png
4395986,21,Wyatt Lowell,F,"6' 9""",220 lbs,JR,"Gilbert, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395986.png
4897191,23,Vasilije Vucinic,F,"6' 10""",225 lbs,SO,"Bijelo Polj, Montenegro",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897191.png
5105426,24,Bol Dengdit,F,"6' 11""",200 lbs,FR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105426.png
4339478,25,Mike Meadows,G,"6' 2""",175 lbs,JR,"Hollywood, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4339478.png
4921351,31,Jarrett Bryant,G,"6' 5""",185 lbs,SO,"Eugene, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4921351.png
5105427,33,Andrew Younan,G,"6' 4""",175 lbs,FR,"Westlake Village, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105427.png
4702939,44,Joey St. Pierre,C,"6' 10""",255 lbs,SR,"Spring Grove, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702939.png
