game_id,date,opponent,location,team_score,opp_score,record
401171520,2019-11-07,Clemson,A,NA,NA,
401171521,2019-11-11,VMI,A,NA,NA,
401175038,2019-11-14,Morehead State,H,NA,NA,
401168195,2019-11-18,Notre Dame,A,NA,NA,ACCNX
401171523,2019-11-22,Sacred Heart,N,NA,NA,
401171524,2019-11-23,Quinnipiac,A,NA,NA,
401171525,2019-11-24,Albany,N,NA,NA,
401171526,2019-11-30,Toccoa Falls,H,NA,NA,
401171527,2019-12-07,South Carolina State,A,NA,NA,
401171528,2019-12-10,St. Francis BKN,A,NA,NA,
401170421,2019-12-18,Jacksonville,H,NA,NA,
401166128,2019-12-21,Michigan,A,NA,NA,BTN
401171529,2019-12-29,Kentucky Christian,H,NA,NA,
401171513,2020-01-02,UNC Asheville,H,NA,NA,
401171430,2020-01-04,Gardner-Webb,A,NA,NA,
401171476,2020-01-11,High Point,H,NA,NA,
401171498,2020-01-16,Longwood,A,NA,NA,
401171530,2020-01-18,Radford,H,NA,NA,
401171026,2020-01-20,Campbell,H,NA,NA,
401171413,2020-01-23,Charleston Southern,A,NA,NA,
401171531,2020-01-25,Winthrop,A,NA,NA,
401171532,2020-01-30,South Carolina Upstate,H,NA,NA,
401171459,2020-02-01,Hampton,A,NA,NA,
401171438,2020-02-06,Gardner-Webb,H,NA,NA,
401171031,2020-02-08,Campbell,A,NA,NA,
401171533,2020-02-13,Radford,A,NA,NA,
401171534,2020-02-15,Winthrop,H,NA,NA,
401171482,2020-02-20,High Point,A,NA,NA,
401171519,2020-02-22,UNC Asheville,A,NA,NA,
401171504,2020-02-27,Longwood,H,NA,NA,
401171423,2020-02-29,Charleston Southern,H,NA,NA,
