game_id,date,opponent,location,team_score,opp_score,record
401175116,2019-11-05,Thiel College,H,101,53,1-0 (0-0)
401168169,2019-11-10,Louisville,A,55,78,1-1 (0-0)
401174712,2019-11-15,Louisiana,A,61,73,1-2 (0-0)
401175124,2019-11-19,North Carolina Central,H,66,60,2-2 (0-0)
401172589,2019-11-21,Akron,A,60,82,2-3 (0-0)
401173844,2019-11-23,South Carolina Upstate,A,66,61,3-3 (0-0)
401175128,2019-11-27,Westminster PA,H,93,67,4-3 (0-0)
401172601,2019-11-30,Central Michigan,A,72,88,4-4 (0-0)
401175130,2019-12-04,Robert Morris,H,81,70,5-4 (0-0)
401172611,2019-12-07,Western Michigan,A,64,66,5-5 (0-0)
401175054,2019-12-15,SE Missouri St,H,65,50,6-5 (0-0)
401170840,2019-12-18,Binghamton,H,73,55,7-5 (0-0)
401169662,2019-12-21,West Virginia,H,64,75,7-6 (0-0)
401174448,2019-12-28,IUPUI,A,NA,NA,
401174465,2019-12-30,UIC,A,NA,NA,
401172468,2020-01-04,Cleveland State,A,NA,NA,
401175138,2020-01-09,Oakland,H,NA,NA,
401172496,2020-01-11,Detroit Mercy,H,NA,NA,
401175139,2020-01-16,Northern Kentucky,A,NA,NA,
401175141,2020-01-18,Wright State,A,NA,NA,
401175142,2020-01-23,Milwaukee,H,NA,NA,
401172523,2020-01-25,Green Bay,H,NA,NA,
401174470,2020-01-30,UIC,H,NA,NA,
401174454,2020-02-01,IUPUI,H,NA,NA,
401172477,2020-02-08,Cleveland State,H,NA,NA,
401172504,2020-02-13,Detroit Mercy,A,NA,NA,
401175148,2020-02-15,Oakland,A,NA,NA,
401175149,2020-02-20,Wright State,H,NA,NA,
401175151,2020-02-22,Northern Kentucky,H,NA,NA,
401172530,2020-02-27,Green Bay,A,NA,NA,
401175153,2020-02-29,Milwaukee,A,NA,NA,
